lemma,Word,Perc_known,AoA_Kup_lem,nlp,pos
credulous,credulous,0.85,13.65,credulous,ADJ
creosote,creosote,0.79,15.07,creosote,NOUN
creosotes,creosotes,0.76,15.07,creosotes,PROPN
crepehanger,crepehanger,0.33,13.83,crepehanger,PROPN
crepuscular,crepuscular,0.39,15.14,crepuscular,ADJ
crepuscule,crepuscule,0.47,17.89,crepuscule,PROPN
cress,cress,0.74,11.64,cress,NOUN
cretonne,cretonne,0.15,17.67,cretonne,PROPN
crick,crick,0.82,8.62,crick,PROPN
cricketer,cricketer,0.53,14.8,cricketer,PROPN
cringle,cringle,0.63,11.17,cringle,PROPN
crinite,crinite,0.17,15.67,crinite,PROPN
crinoline,crinoline,0.63,14.83,crinoline,NOUN
crippler,crippler,1.0,8.83,crippler,PROPN
criterion,criteria,0.67,14.08,criteria,NOUN
criterion,criterion,0.72,14.08,criterion,NOUN
croaky,croaky,0.79,11.33,croaky,ADJ
croc,croc,1.0,11.19,croc,PROPN
crocus,crocus,0.8,11.19,crocus,NOUN
crocus,crocuses,0.88,11.19,crocuses,NOUN
crone,crone,0.68,10.69,crone,PROPN
crone,crones,0.8,10.69,crones,NOUN
crony,cronies,0.76,12.8,cronies,NOUN
crony,crony,0.83,12.8,crony,NOUN
cronyism,cronyism,0.61,16.0,cronyism,NOUN
cropper,cropper,0.79,11.13,cropper,PROPN
cropper,croppers,0.81,11.13,croppers,NOUN
crosshatch,crosshatch,0.95,12.22,crosshatch,NOUN
crossjack,crossjack,0.42,13.62,crossjack,PROPN
crosslet,crosslet,0.39,12.71,crosslet,PROPN
crosspatch,crosspatch,0.42,12.0,crosspatch,PROPN
crosstie,crosstie,0.58,12.73,crosstie,PROPN
crosswise,crosswise,0.8,10.75,crosswise,ADV
croup,croup,0.78,12.79,croup,NOUN
croupier,croupier,0.4,17.25,croupier,PROPN
croupier,croupiers,0.31,17.25,croupiers,NOUN
crowfoot,crowfoot,0.67,10.64,crowfoot,PROPN
cruciferous,cruciferous,0.61,16.09,cruciferous,ADJ
cruciform,cruciform,0.58,15.55,cruciform,PROPN
crudity,crudity,0.72,13.69,crudity,NOUN
cruet,cruet,0.47,17.44,cruet,PROPN
cruller,cruller,0.44,11.62,cruller,NOUN
cruller,crullers,0.82,11.62,crullers,NOUN
crumby,crumby,0.75,8.53,crumby,ADJ
cryobiology,cryobiology,0.47,16.67,cryobiology,PROPN
cryonic,cryonic,0.74,15.07,cryonic,ADJ
cryonic,cryonics,0.83,13.4,cryonics,NOUN
crypto,crypto,0.95,14.21,crypto,PROPN
cryptonym,cryptonym,0.37,14.0,cryptonym,PROPN
crystallography,crystallography,0.5,15.44,crystallography,NOUN
cubage,cubage,0.3,13.33,cubage,PROPN
cubeb,cubeb,0.42,17.0,cubeb,PROPN
cubist,cubist,0.68,14.23,cubist,ADJ
cubit,cubit,0.57,13.42,cubit,NOUN
cubit,cubits,0.88,13.42,cubits,NOUN
cuckold,cuckold,0.73,14.38,cuckold,PROPN
cuckolds,cuckolds,0.73,14.38,cuckolds,PROPN
cud,cud,0.65,10.85,cud,VERB
cudbear,cudbear,0.21,11.0,cudbear,PROPN
cuddies,cuddies,0.91,12.78,cuddies,PROPN
cuddy,cuddy,0.5,12.78,cuddy,PROPN
cudgel,cudgel,0.37,11.57,cudgel,NOUN
cudgel,cudgels,0.78,11.57,cudgels,NOUN
cuirass,cuirass,0.39,15.86,cuirass,PROPN
cull,cull,0.7,15.79,cull,PROPN
cull,culled,0.82,15.79,culled,VERB
culling,culling,0.82,15.79,culling,NOUN
cull,culls,0.82,15.79,culls,NOUN
culotte,culottes,0.48,13.5,culottes,NOUN
culpa,culpa,0.44,13.25,culpa,X
cultivar,cultivar,0.32,15.5,cultivar,NOUN
cumbrous,cumbrous,0.42,14.5,cumbrous,ADJ
cumulonimbus,cumulonimbus,0.67,14.58,cumulonimbus,NOUN
cuneiform,cuneiform,0.37,14.0,cuneiform,PROPN
cupidity,cupidity,0.83,12.4,cupidity,NOUN
cupric,cupric,0.35,17.43,cupric,ADJ
cur,cur,0.48,14.6,cur,PROPN
curs,curs,0.56,14.6,curs,PROPN
curare,curare,0.17,15.67,curare,PROPN
curatorship,curatorship,0.67,15.0,curatorship,PROPN
curculio,curculio,0.44,13.12,curculio,PROPN
curette,curette,0.45,17.33,curette,PROPN
curia,curia,0.33,15.17,curia,PROPN
curio,curio,0.65,11.46,curio,PROPN
curio,curios,0.69,11.46,curios,NOUN
curium,curium,0.47,16.22,curium,PROPN
curlew,curlew,0.41,14.56,curlew,PROPN
curmudgeon,curmudgeon,0.85,12.88,curmudgeon,NOUN
currish,currish,0.11,13.0,currish,PROPN
curst,curst,0.39,12.14,curst,PROPN
cuspidor,cuspidor,0.63,14.83,cuspidor,PROPN
cuspidor,cuspidors,0.63,14.83,cuspidors,NOUN
cussednes,cussedness,0.5,12.6,cussedness,NOUN
cutaneous,cutaneous,0.53,14.67,cutaneous,ADJ
cuttle,cuttle,0.67,11.6,cuttle,PROPN
cuttlebone,cuttlebone,0.3,12.5,cuttlebone,X
cutup,cutup,0.78,9.86,cutup,NOUN
cutup,cutups,0.91,9.86,cutups,NOUN
cyanic,cyanic,0.58,16.0,cyanic,PROPN
cyanosis,cyanosis,0.58,17.09,cyanosis,NOUN
cyanotic,cyanotic,0.44,16.25,cyanotic,ADJ
cybernetic,cybernetics,0.5,15.33,cybernetics,NOUN
cyclamen,cyclamen,0.42,15.25,cyclamen,PROPN
cycler,cycler,0.94,11.06,cycler,NOUN
cycloid,cycloid,0.44,13.75,cycloid,PROPN
cyclopedia,cyclopedia,0.37,14.29,cyclopedia,PROPN
cyclotron,cyclotron,0.39,16.43,cyclotron,NOUN
cygnet,cygnet,0.33,12.0,cygnet,PROPN
cygnet,cygnets,0.81,12.0,cygnets,NOUN
cymbidium,cymbidium,0.42,14.62,cymbidium,PROPN
cynosure,cynosure,0.39,16.14,cynosure,NOUN
cystic,cystic,0.85,14.12,cystic,PROPN
cytomegalovirus,cytomegalovirus,0.37,19.43,cytomegalovirus,PROPN
cytosine,cytosine,0.27,14.5,cytosine,NOUN
czardas,czardas,0.17,15.67,czardas,PROPN
czarist,czarist,0.65,15.54,czarist,NOUN
dace,dace,0.22,14.25,dace,PROPN
dacha,dacha,0.15,14.33,dacha,X
dactyl,dactyl,0.67,14.08,dactyl,PROPN
dactylic,dactylic,0.3,16.5,dactylic,ADJ
dado,dado,0.26,13.2,dado,PROPN
dag,dag,0.39,11.43,dag,PROPN
daguerreotype,daguerreotype,0.53,16.7,daguerreotype,NOUN
daguerreotype,daguerreotypes,0.53,16.7,daguerreotypes,NOUN
daimyo,daimyo,0.11,14.0,daimyo,PROPN
dais,dais,0.33,13.14,dais,PROPN
dale,dale,0.82,10.34,dale,PROPN
dale,dales,0.82,10.34,dales,NOUN
dalliance,dalliance,0.63,14.5,dalliance,NOUN
dalliance,dalliances,0.57,14.5,dalliances,NOUN
damask,damask,0.4,14.0,damask,NOUN
damson,damson,0.37,16.43,damson,PROPN
dandler,dandler,0.58,13.91,dandler,PROPN
dandler,dandlers,0.57,13.91,dandlers,NOUN
dandyish,dandyish,0.78,14.93,dandyish,ADJ
dank,dank,0.86,12.37,dank,ADJ
danseur,danseur,0.22,15.5,danseur,PROPN
danseuse,danseuse,0.21,18.25,danseuse,PROPN
dappled,dappled,0.95,10.84,dappled,PROPN
darkie,darkie,0.84,11.06,darkie,PROPN
darkie,darkies,0.95,11.06,darkies,NOUN
darkling,darkling,0.58,10.82,darkling,PROPN
darksome,darksome,0.53,12.7,darksome,PROPN
darnedest,darnedest,0.8,10.5,darnedest,X
darnel,darnel,0.25,18.0,darnel,PROPN
darter,darter,0.48,11.6,darter,PROPN
dashiki,dashiki,0.56,12.3,dashiki,PROPN
dater,dater,0.89,11.35,dater,NOUN
dater,daters,0.93,11.35,daters,NOUN
dative,dative,0.24,14.8,dative,NOUN
daub,daub,0.67,10.17,daub,VERB
daubing,daubing,0.96,10.17,daubing,PROPN
daubs,daubs,0.96,10.17,daubs,PROPN
dauphin,dauphin,0.37,14.86,dauphin,PROPN
daystar,daystar,0.5,10.8,daystar,PROPN
deaconess,deaconess,0.65,12.08,deaconess,PROPN
deadhead,deadhead,0.83,12.87,deadhead,VERB
deadhead,deadheads,0.8,12.87,deadheads,NOUN
deadpan,deadpan,0.74,15.36,deadpan,ADJ
dearth,dearth,0.58,14.27,dearth,ADJ
debarkation,debarkation,0.58,14.36,debarkation,PROPN
debase,debase,0.79,14.0,debase,VERB
debase,debased,0.64,14.0,debased,VERB
debase,debasing,0.64,14.0,debasing,VERB
debasement,debasement,0.83,13.93,debasement,NOUN
debauch,debauch,0.72,15.15,debauch,PROPN
debauch,debauched,0.72,16.31,debauched,VERB
debaucher,debaucher,0.72,15.46,debaucher,NOUN
debenture,debenture,0.32,17.33,debenture,NOUN
debenture,debentures,0.37,17.33,debentures,NOUN
debridement,debridement,0.39,18.0,debridement,NOUN
decamp,decamp,0.78,13.64,decamp,VERB
decanter,decanter,1.0,14.53,decanter,PROPN
decathlete,decathlete,0.58,13.09,decathlete,NOUN
decedent,decedent,0.83,9.93,decedent,NOUN
decedent,decedents,0.82,9.93,decedents,NOUN
deciduous,deciduous,0.63,14.0,deciduous,ADJ
decigram,decigram,0.67,17.0,decigram,PROPN
deciliter,deciliter,0.56,12.6,deciliter,NOUN
decimation,decimation,0.89,13.41,decimation,NOUN
decimator,decimator,0.59,12.46,decimator,PROPN
declension,declension,0.56,12.5,declension,NOUN
deco,deco,0.74,13.93,deco,PROPN
decompensate,decompensate,0.75,13.53,decompensate,VERB
deconsecrate,deconsecrate,0.55,12.91,deconsecrate,PROPN
decontrol,decontrol,0.71,12.53,decontrol,NOUN
decontrol,decontrols,0.93,12.53,decontrols,NOUN
decorous,decorous,0.67,13.17,decorous,ADJ
decorticate,decorticate,0.48,13.9,decorticate,PROPN
decoupage,decoupage,0.61,13.27,decoupage,NOUN
decrepitude,decrepitude,0.58,15.18,decrepitude,PROPN
decuple,decuple,0.25,16.0,decuple,PROPN
deerstalker,deerstalker,0.68,12.15,deerstalker,PROPN
defalcation,defalcation,0.32,16.33,defalcation,NOUN
defector,defector,0.9,13.17,defector,NOUN
defector,defectors,0.78,13.17,defectors,NOUN
defence,defence,1.0,7.84,defence,PROPN
defenestration,defenestration,0.28,13.2,defenestration,NOUN
deferens,deferens,0.39,16.29,deferens,NOUN
defilade,defilade,0.61,14.0,defilade,PROPN
defoliant,defoliant,0.58,16.45,defoliant,PROPN
defoliant,defoliants,0.58,16.45,defoliants,NOUN
defoliate,defoliate,0.79,14.13,defoliate,VERB
defrock,defrock,0.74,14.86,defrock,VERB
defrock,defrocked,0.59,14.86,defrocked,VERB
deft,deft,0.83,11.13,deft,ADJ
deftness,deftness,0.94,11.65,deftness,NOUN
dehiscence,dehiscence,0.26,18.0,dehiscence,NOUN
deify,deify,0.78,13.0,deify,VERB
dejeuner,dejeuner,0.28,13.2,dejeuner,X
dele,dele,0.42,15.5,dele,PROPN
delectation,delectation,0.35,12.71,delectation,NOUN
deleterious,deleterious,0.6,17.0,deleterious,ADJ
delft,delft,0.58,14.0,delft,PROPN
delftware,delftware,0.32,13.67,delftware,PROPN
delineation,delineation,0.75,16.0,delineation,NOUN
delphinium,delphinium,0.47,14.22,delphinium,NOUN
delphinium,delphiniums,0.74,14.22,delphiniums,NOUN
demagogue,demagogue,0.68,16.38,demagogue,NOUN
demagogue,demagogues,0.62,16.38,demagogues,NOUN
demagoguery,demagoguery,0.61,14.18,demagoguery,NOUN
demarcation,demarcation,0.72,13.92,demarcation,NOUN
dement,dement,0.84,15.25,dement,PROPN
demimonde,demimonde,0.37,16.57,demimonde,PROPN
demitasse,demitasse,0.58,15.09,demitasse,PROPN
demiurge,demiurge,0.42,15.62,demiurge,PROPN
demoniac,demoniac,0.61,13.27,demoniac,ADJ
demoniacal,demoniacal,0.68,13.46,demoniacal,PROPN
demonism,demonism,0.89,13.62,demonism,NOUN
demonology,demonology,0.83,14.33,demonology,NOUN
demonstrandum,demonstrandum,0.39,13.57,demonstrandum,X
demotic,demotic,0.33,15.5,demotic,ADJ
demur,demur,0.6,14.33,demur,VERB
demur,demurred,0.6,14.33,demurred,VERB
demur,demurs,0.6,14.33,demurs,VERB
demure,demure,0.95,12.78,demure,ADJ
demurest,demurest,0.91,12.78,demurest,PROPN
demurrer,demurrer,0.68,14.92,demurrer,NOUN
demurrer,demurrers,0.66,14.92,demurrers,NOUN
dengue,dengue,0.3,12.33,dengue,NOUN
denigrate,denigrate,0.63,14.17,denigrate,VERB
denigrate,denigrates,0.7,14.17,denigrates,VERB
denigrate,denigrating,0.7,14.17,denigrating,VERB
denigration,denigration,0.75,13.4,denigration,NOUN
denizen,denizen,0.58,14.36,denizen,NOUN
denizen,denizens,0.65,14.36,denizens,NOUN
denouement,denouement,0.44,15.0,denouement,NOUN
densitometer,densitometer,0.39,16.0,densitometer,PROPN
dentate,dentate,0.37,15.14,dentate,PROPN
dentifrice,dentifrice,0.39,15.43,dentifrice,PROPN
dentin,dentin,0.63,11.33,dentin,NOUN
dentition,dentition,0.7,15.36,dentition,NOUN
denudation,denudation,0.47,15.0,denudation,PROPN
deoxyribonucleic,deoxyribonucleic,0.79,15.47,deoxyribonucleic,NOUN
depilatory,depilatory,0.58,14.45,depilatory,NOUN
deplane,deplane,0.67,10.92,deplane,VERB
deplane,deplaning,0.71,10.92,deplaning,VERB
depolarization,depolarization,0.72,14.54,depolarization,NOUN
deprecatory,deprecatory,0.68,15.0,deprecatory,ADJ
depredation,depredation,0.83,15.2,depredation,NOUN
depredation,depredations,0.53,15.2,depredations,NOUN
deprogram,deprogram,0.75,16.33,deprogram,PROPN
deprogrammer,deprogrammer,0.61,15.64,deprogrammer,PROPN
deprogrammer,deprogrammers,0.68,15.64,deprogrammers,NOUN
dept,dept,0.68,8.0,dept,PROPN
deputation,deputation,0.55,17.64,deputation,NOUN
depute,depute,0.58,14.64,depute,VERB
depute,deputes,0.66,14.64,deputes,NOUN
deracinate,deracinate,0.32,17.17,deracinate,PROPN
dereliction,dereliction,0.67,14.33,dereliction,NOUN
deride,deride,0.95,12.5,deride,VERB
derision,derision,0.72,13.38,derision,NOUN
derision,derisions,0.76,13.38,derisions,NOUN
dermal,dermal,0.72,14.15,dermal,ADJ
dermatome,dermatome,0.22,16.75,dermatome,PROPN
dermis,dermis,0.85,13.94,dermis,NOUN
dernier,dernier,0.37,12.57,dernier,PROPN
derringer,derringer,0.58,12.82,derringer,PROPN
derringer,derringers,0.79,12.82,derringers,NOUN
dervish,dervish,0.79,14.13,dervish,NOUN
dervish,dervishes,0.8,14.13,dervishes,NOUN
desalinization,desalinization,0.65,16.15,desalinization,NOUN
descant,descant,0.42,13.5,descant,NOUN
desegregate,desegregate,1.0,11.95,desegregate,VERB
desiccant,desiccant,0.29,15.33,desiccant,NOUN
desiccate,desiccate,0.74,15.14,desiccate,VERB
desiccated,desiccated,0.65,12.69,desiccated,ADJ
desiccation,desiccation,0.74,13.64,desiccation,NOUN
designee,designee,0.84,14.88,designee,NOUN
desist,desist,1.0,13.33,desist,VERB
desolate,desolated,1.0,12.06,desolated,VERB
despoil,despoil,0.65,15.62,despoil,VERB
despotism,despotism,0.75,14.0,despotism,NOUN
destine,destine,0.53,12.5,destine,VERB
destine,destined,0.74,12.5,destined,VERB
desultory,desultory,0.33,14.17,desultory,ADJ
detente,detente,0.5,15.44,detente,X
determinism,determinism,0.94,13.71,determinism,NOUN
deterministic,deterministic,0.78,13.0,deterministic,ADJ
dethronement,dethronement,0.72,14.23,dethronement,NOUN
detonative,detonative,0.67,15.58,detonative,PROPN
detrain,detrain,0.7,13.0,detrain,PROPN
detritus,detritus,0.39,13.29,detritus,NOUN
detune,detune,0.35,12.86,detune,VERB
detune,detuned,0.6,12.86,detuned,VERB
deuterium,deuterium,0.37,16.14,deuterium,NOUN
devaluate,devaluate,0.8,12.19,devaluate,VERB
deviationism,deviationism,0.56,16.5,deviationism,PROPN
devil,devilled,0.6,11.08,devilled,VERB
deviltry,deviltry,0.58,14.64,deviltry,PROPN
devoir,devoir,0.37,13.86,devoir,PROPN
devolution,devolution,0.78,13.36,devolution,NOUN
devolve,devolve,0.78,13.43,devolve,VERB
devolve,devolved,0.67,13.43,devolved,VERB
devolve,devolves,0.67,13.43,devolves,VERB
devolve,devolving,0.67,13.43,devolving,VERB
dewberry,dewberry,0.63,13.67,dewberry,PROPN
dewlap,dewlap,0.33,12.33,dewlap,NOUN
dewlaps,dewlaps,0.78,12.33,dewlaps,PROPN
dextral,dextral,0.61,14.09,dextral,PROPN
dextrose,dextrose,0.84,16.38,dextrose,NOUN
dhal,dhal,0.17,18.33,dhal,NOUN
dhow,dhow,0.22,17.75,dhow,NOUN
dhow,dhows,0.3,17.75,dhows,NOUN
diabolist,diabolist,0.71,16.27,diabolist,PROPN
diadem,diadem,0.47,16.56,diadem,PROPN
dialectic,dialectic,0.94,16.18,dialectic,PROPN
dialectical,dialectical,0.7,13.93,dialectical,ADJ
dialectician,dialectician,0.61,14.64,dialectician,NOUN
dialectic,dialectics,0.56,15.3,dialectics,NOUN
dialogical,dialogical,0.44,15.5,dialogical,PROPN
dialyze,dialyze,0.56,14.7,dialyze,PROPN
dialyze,dialyzed,0.66,14.7,dialyzed,VERB
diamante,diamante,0.38,14.0,diamante,PROPN
diapason,diapason,0.32,14.5,diapason,PROPN
diaphanous,diaphanous,0.58,16.27,diaphanous,ADJ
diaphoresis,diaphoresis,0.5,15.22,diaphoresis,NOUN
diaphoretic,diaphoretic,0.4,15.0,diaphoretic,ADJ
diaphragmatic,diaphragmatic,0.45,15.44,diaphragmatic,ADJ
diarist,diarist,0.61,14.09,diarist,NOUN
diastole,diastole,0.53,14.9,diastole,PROPN
diastolic,diastolic,0.78,16.64,diastolic,ADJ
diathermy,diathermy,0.17,15.33,diathermy,PROPN
diatomaceous,diatomaceous,0.32,15.33,diatomaceous,NOUN
diatonic,diatonic,0.61,14.18,diatonic,ADJ
diazepam,diazepam,0.63,15.67,diazepam,NOUN
diazomethane,diazomethane,0.33,16.83,diazomethane,PROPN
dib,dib,0.72,10.62,dib,PROPN
dibber,dibber,0.44,12.75,dibber,PROPN
dichotomous,dichotomous,0.5,16.1,dichotomous,ADJ
dichotomy,dichotomy,0.72,15.23,dichotomy,NOUN
dichromate,dichromate,0.75,15.47,dichromate,NOUN
dicker,dicker,0.53,15.7,dicker,PROPN
dicker,dickering,0.58,15.7,dickering,VERB
dictograph,dictograph,0.53,13.6,dictograph,PROPN
dictum,dictum,0.7,16.43,dictum,PROPN
didactic,didactic,0.53,16.9,didactic,ADJ
didacticism,didacticism,0.5,15.33,didacticism,NOUN
diddlysquat,diddlysquat,1.0,9.56,diddlysquat,NOUN
didgeridoo,didgeridoo,0.68,15.2,didgeridoo,NOUN
dielectric,dielectric,0.68,14.23,dielectric,PROPN
dietetic,dietetic,0.71,12.93,dietetic,ADJ
diethyl,diethyl,0.42,16.38,diethyl,X
diethylamide,diethylamide,0.5,19.5,diethylamide,NOUN
diff,diff,0.42,10.62,diff,X
diffident,diffident,0.84,13.19,diffident,ADJ
diffraction,diffraction,0.65,14.08,diffraction,NOUN
dihedral,dihedral,0.53,15.5,dihedral,ADJ
diktat,diktat,0.17,14.33,diktat,PROPN
dilatation,dilatation,0.84,14.62,dilatation,NOUN
dilator,dilator,0.85,14.53,dilator,NOUN
dilator,dilators,0.88,14.53,dilators,NOUN
dilatory,dilatory,0.57,15.17,dilatory,ADJ
dilettante,dilettante,0.63,16.08,dilettante,PROPN
dilettante,dilettantes,0.67,16.08,dilettantes,NOUN
dilettante,dilettanti,0.67,16.08,dilettanti,NOUN
diminuendo,diminuendo,0.42,14.5,diminuendo,PROPN
diminution,diminution,0.37,14.0,diminution,NOUN
dimity,dimity,0.33,14.67,dimity,PROPN
din,din,0.61,9.0,din,PROPN
dinar,dinar,0.6,15.08,dinar,PROPN
dinar,dinars,0.65,15.08,dinars,NOUN
dinger,dinger,0.68,10.54,dinger,PROPN
dinge,dinging,0.7,10.54,dinging,VERB
dingle,dingle,0.5,12.22,dingle,PROPN
dingus,dingus,0.55,11.64,dingus,PROPN
dinning,dinning,0.56,11.2,dinning,NOUN
dint,dint,0.89,9.75,dint,VERB
diocesan,diocesan,0.68,14.0,diocesan,PROPN
diode,diode,0.78,11.43,diode,PROPN
diode,diodes,0.8,11.43,diodes,NOUN
dioramic,dioramic,0.74,12.79,dioramic,PROPN
dioxin,dioxin,0.44,17.62,dioxin,NOUN
dioxin,dioxins,0.41,17.62,dioxins,NOUN
diphthong,diphthong,0.5,11.0,diphthong,NOUN
diphthong,diphthongs,0.88,11.0,diphthongs,NOUN
diphthongization,diphthongization,0.3,19.33,diphthongization,PROPN
diplex,diplex,0.32,15.33,diplex,PROPN
diplomatist,diplomatist,0.83,14.73,diplomatist,NOUN
dippiest,dippiest,0.84,8.69,dippiest,PROPN
dippy,dippy,0.84,8.69,dippy,ADJ
dipsomania,dipsomania,0.44,13.62,dipsomania,PROPN
dipsomaniac,dipsomaniac,0.53,16.1,dipsomaniac,PROPN
dipsomaniacs,dipsomaniacs,0.52,16.1,dipsomaniacs,PROPN
diptych,diptych,0.44,17.25,diptych,NOUN
dir,dir,0.42,15.88,dir,PROPN
directorate,directorate,0.63,16.08,directorate,PROPN
directress,directress,0.38,10.62,directress,PROPN
dirge,dirge,0.63,14.17,dirge,NOUN
dirge,dirges,0.7,14.17,dirges,NOUN
dirham,dirham,0.3,12.0,dirham,PROPN
dirigible,dirigible,0.53,14.3,dirigible,NOUN
disabuse,disabuse,0.79,13.13,disabuse,VERB
disarticulation,disarticulation,0.61,18.0,disarticulation,PROPN
disavow,disavow,0.89,13.81,disavow,VERB
disavow,disavowed,0.87,13.81,disavowed,VERB
disbarment,disbarment,0.78,13.64,disbarment,NOUN
disbursal,disbursal,0.7,14.14,disbursal,NOUN
discarnate,discarnate,0.47,15.33,discarnate,PROPN
discipleship,discipleship,0.83,11.73,discipleship,NOUN
discomfiture,discomfiture,0.74,14.0,discomfiture,NOUN
discotheque,discotheque,0.53,14.8,discotheque,NOUN
discotheque,discotheques,0.53,14.8,discotheques,NOUN
discus,discus,0.89,9.53,discus,PROPN
disembarkation,disembarkation,0.79,16.6,disembarkation,NOUN
disembogue,disembogue,0.56,13.9,disembogue,PROPN
disentwine,disentwine,0.44,14.25,disentwine,PROPN
disequilibrium,disequilibrium,0.84,13.69,disequilibrium,NOUN
disgorgement,disgorgement,0.56,14.1,disgorgement,NOUN
dishabille,dishabille,0.33,14.5,dishabille,PROPN
disinter,disinter,0.5,13.33,disinter,VERB
disinterment,disinterment,0.78,15.43,disinterment,PROPN
disinvite,disinvite,0.95,12.84,disinvite,VERB
disodium,disodium,0.47,15.78,disodium,NOUN
disparagement,disparagement,0.89,13.69,disparagement,NOUN
dispirit,dispirit,0.68,15.23,dispirit,X
disposer,disposer,0.89,12.12,disposer,NOUN
dispositive,dispositive,0.8,13.25,dispositive,ADJ
dispraise,dispraise,0.53,13.7,dispraise,PROPN
disputatious,disputatious,0.6,15.08,disputatious,ADJ
disquiet,disquiet,0.78,13.64,disquiet,NOUN
disquietude,disquietude,0.57,15.58,disquietude,PROPN
disremember,disremember,0.78,13.57,disremember,PROPN
disseat,disseat,0.42,11.75,disseat,PROPN
dissector,dissector,0.95,12.0,dissector,NOUN
dissector,dissectors,0.81,12.0,dissectors,NOUN
disseminator,disseminator,0.74,13.57,disseminator,NOUN
disseverance,disseverance,0.64,16.64,disseverance,PROPN
dissimilarity,dissimilarities,0.69,13.33,dissimilarities,NOUN
dissimilarity,dissimilarity,0.9,13.33,dissimilarity,NOUN
dissimulate,dissimulate,0.53,13.8,dissimulate,VERB
dissimulate,dissimulated,0.69,13.8,dissimulated,VERB
dissimulation,dissimulation,0.95,15.42,dissimulation,NOUN
dissonant,dissonant,0.65,14.69,dissonant,ADJ
distain,distain,0.69,13.0,distain,NOUN
distal,distal,0.56,15.1,distal,ADJ
distend,distend,0.89,12.88,distend,VERB
distend,distended,0.83,12.88,distended,VERB
distend,distending,0.83,12.88,distending,VERB
distention,distention,0.78,13.93,distention,NOUN
distil,distil,0.6,13.92,distil,VERB
distill,distill,0.67,13.92,distill,VERB
distillate,distillate,0.89,13.18,distillate,NOUN
distracter,distracter,0.89,11.35,distracter,PROPN
disulphide,disulphide,0.4,13.88,disulphide,ADV
disunited,disunited,0.9,12.17,disunited,ADJ
disuse,disuse,0.95,10.95,disuse,NOUN
disused,disused,0.83,12.2,disused,ADJ
dither,dither,0.71,14.2,dither,PROPN
ditherance,ditherance,0.57,13.53,ditherance,PROPN
ditty,ditties,0.8,10.27,ditties,NOUN
ditty,ditty,0.79,10.27,ditty,PROPN
diurnal,diurnal,0.53,15.5,diurnal,ADJ
divan,divan,0.43,11.44,divan,PROPN
diverter,diverter,0.95,14.22,diverter,NOUN
diverticulitis,diverticulitis,0.5,16.1,diverticulitis,NOUN
divertissement,divertissement,0.53,16.7,divertissement,PROPN
divertissement,divertissements,0.53,16.7,divertissements,NOUN
divertive,divertive,0.78,13.86,divertive,PROPN
divest,divest,0.8,14.0,divest,VERB
divest,divests,0.64,14.0,divests,VERB
divestiture,divestiture,0.44,14.25,divestiture,NOUN
divisiveness,divisiveness,0.89,15.12,divisiveness,NOUN
divorcement,divorcement,0.94,10.53,divorcement,NOUN
divvy,divvied,0.96,10.35,divvied,VERB
divvy,divvy,0.94,10.35,divvy,VERB
divvye,divvying,0.96,10.35,divvying,VERB
dobbin,dobbin,0.44,12.0,dobbin,PROPN
docent,docent,0.56,15.4,docent,NOUN
dockage,dockage,0.74,12.64,dockage,PROPN
doctrinaire,doctrinaire,0.72,16.38,doctrinaire,ADJ
dodder,dodder,0.53,11.9,dodder,VERB
doddering,doddering,0.63,14.17,doddering,ADJ
doddle,doddle,0.6,8.75,doddle,INTJ
dodecahedra,dodecahedra,0.68,11.91,dodecahedra,NOUN
dodecahedron,dodecahedron,0.61,11.91,dodecahedron,PROPN
