lemma,Word,Perc_known,AoA_Kup_lem,nlp,pos
chiaroscuro,chiaroscuro,0.33,14.67,chiaroscuro,PROPN
chiasm,chiasm,0.55,14.45,chiasm,PROPN
chicane,chicane,0.37,13.57,chicane,PROPN
chicanery,chicanery,0.2,12.75,chicanery,NOUN
chichi,chichi,0.5,12.9,chichi,PROPN
chickweed,chickweed,0.74,13.43,chickweed,PROPN
chickweed,chickweeds,0.67,13.43,chickweeds,NOUN
chid,chid,0.43,10.22,chid,PROPN
chide,chide,0.83,12.33,chide,VERB
chide,chided,0.78,12.33,chided,VERB
chigger,chigger,0.45,10.78,chigger,NOUN
chigger,chiggers,0.98,10.78,chiggers,NOUN
chiliastic,chiliastic,0.32,13.33,chiliastic,PROPN
chilidog,chilidog,1.0,7.58,chilidog,PROPN
chilidogs,chilidogs,1.0,7.58,chilidogs,PROPN
chine,chine,0.33,10.33,chine,PROPN
chink,chink,0.85,10.47,chink,NOUN
chink,chinked,0.95,10.47,chinked,VERB
chink,chinks,0.95,10.47,chinks,NOUN
chintz,chintz,0.68,12.54,chintz,PROPN
chintzes,chintzes,0.7,12.54,chintzes,PROPN
chinwag,chinwag,0.25,12.2,chinwag,PROPN
chinwags,chinwags,0.8,12.2,chinwags,PROPN
chippie,chippie,0.68,14.31,chippie,PROPN
chippie,chippies,0.78,14.31,chippies,NOUN
chirography,chirography,0.1,16.0,chirography,PROPN
chiropodist,chiropodist,0.39,17.57,chiropodist,NOUN
chiropody,chiropody,0.37,14.86,chiropody,NOUN
chirrup,chirrup,0.6,14.08,chirrup,VERB
chiseler,chiseler,1.0,9.22,chiseler,PROPN
chiseler,chiselers,0.99,9.22,chiselers,NOUN
chiseller,chiseller,0.99,9.22,chiseller,PROPN
chiseller,chisellers,0.99,9.22,chisellers,NOUN
chit,chit,0.61,11.45,chit,NOUN
chit,chits,0.86,11.45,chits,NOUN
chitin,chitin,0.35,11.71,chitin,NOUN
chivalric,chivalric,0.75,15.33,chivalric,ADJ
chloral,chloral,0.67,14.67,chloral,PROPN
chlorate,chlorate,0.7,13.21,chlorate,NOUN
chlordane,chlordane,0.37,18.71,chlordane,X
chloromethane,chloromethane,0.37,17.0,chloromethane,PROPN
chlorpromazine,chlorpromazine,0.42,16.5,chlorpromazine,PROPN
chock,chock,0.72,10.69,chock,PROPN
chock,chocked,0.8,10.69,chocked,VERB
chock,chocking,0.8,10.69,chocking,VERB
chock,chocks,0.8,10.69,chocks,NOUN
chockablock,chockablock,0.39,13.14,chockablock,PROPN
chokecherry,chokecherries,0.7,13.5,chokecherries,NOUN
chokecherry,chokecherry,0.38,13.5,chokecherry,NOUN
choky,choky,0.53,8.6,choky,PROPN
choler,choler,0.42,17.25,choler,NOUN
choleric,choleric,0.84,13.88,choleric,ADJ
cholinesterase,cholinesterase,0.32,16.43,cholinesterase,NOUN
chon,chon,0.24,17.6,chon,PROPN
chorale,chorale,0.84,11.5,chorale,PROPN
chorister,chorister,0.37,12.86,chorister,NOUN
chorizo,chorizo,0.72,13.46,chorizo,NOUN
chorography,chorography,0.83,11.73,chorography,PROPN
chorology,chorology,0.42,14.75,chorology,PROPN
chortle,chortle,0.63,13.83,chortle,VERB
chortle,chortles,0.72,13.83,chortles,VERB
chowhound,chowhound,0.63,11.08,chowhound,PROPN
chrestomathy,chrestomathy,0.26,18.0,chrestomathy,PROPN
chrism,chrism,0.43,13.67,chrism,NOUN
chromatograph,chromatograph,0.43,15.22,chromatograph,NOUN
chromatography,chromatography,0.67,16.92,chromatography,NOUN
chromic,chromic,0.5,13.8,chromic,ADJ
chromo,chromo,0.58,11.0,chromo,PROPN
chromos,chromos,0.88,11.0,chromos,PROPN
chromosomal,chromosomal,0.85,13.35,chromosomal,ADJ
chronometric,chronometric,0.28,16.0,chronometric,PROPN
chrysalis,chrysalis,0.89,11.69,chrysalis,PROPN
chub,chub,0.79,10.6,chub,PROPN
chub,chubs,0.85,10.6,chubs,NOUN
chucker,chucker,0.72,10.92,chucker,PROPN
chucklehead,chucklehead,0.74,12.0,chucklehead,NOUN
chuff,chuff,0.37,12.57,chuff,X
chuffed,chuffed,0.73,12.57,chuffed,ADJ
chuffs,chuffs,0.73,12.57,chuffs,PROPN
chugalug,chugalug,0.67,9.33,chugalug,PROPN
chukka,chukka,0.29,13.67,chukka,PROPN
churchy,churchy,0.83,9.47,churchy,ADJ
churl,churl,0.78,14.07,churl,PROPN
churlish,churlish,0.7,13.14,churlish,ADJ
chutney,chutney,0.89,14.75,chutney,NOUN
chutzpah,chutzpah,0.63,13.5,chutzpah,NOUN
cicada,cicada,0.72,11.54,cicada,PROPN
cicada,cicadas,0.75,11.54,cicadas,NOUN
cicatrices,cicatrices,0.17,16.0,cicatrices,PROPN
cicatrix,cicatrix,0.14,15.33,cicatrix,PROPN
cicerone,cicerone,0.32,16.17,cicerone,NOUN
cig,cig,0.72,11.62,cig,PROPN
cigarillo,cigarillo,0.63,15.17,cigarillo,NOUN
cilium,cilia,0.78,14.79,cilia,NOUN
ciliate,ciliate,0.4,13.75,ciliate,PROPN
cinchona,cinchona,0.1,14.5,cinchona,PROPN
cincture,cincture,0.29,14.33,cincture,PROPN
cine,cine,0.47,14.44,cine,PROPN
cinematograph,cinematograph,0.63,13.75,cinematograph,PROPN
circ,circ,0.29,12.5,circ,PROPN
circ,circs,0.74,12.5,circs,NOUN
circadian,circadian,0.63,14.25,circadian,NOUN
circularize,circularize,0.63,13.25,circularize,VERB
circum,circum,0.83,13.47,circum,PROPN
circumambulate,circumambulate,0.39,17.0,circumambulate,PROPN
circumnavigate,circumnavigate,0.95,11.28,circumnavigate,VERB
circumnavigate,circumnavigating,0.97,11.28,circumnavigating,VERB
cirque,cirque,0.78,14.36,cirque,PROPN
cirrhosis,cirrhosis,0.78,13.07,cirrhosis,NOUN
cirrhotic,cirrhotic,0.17,18.67,cirrhotic,ADJ
cirrus,cirrus,0.63,11.08,cirrus,PROPN
cisalpine,cisalpine,0.32,15.0,cisalpine,PROPN
cistern,cistern,0.72,12.0,cistern,NOUN
cithara,cithara,0.1,15.5,cithara,PROPN
citrate,citrate,0.53,15.8,citrate,PROPN
civet,civet,0.32,11.33,civet,NOUN
civet,civets,0.89,11.33,civets,NOUN
clabber,clabber,0.53,10.9,clabber,PROPN
clack,clack,0.44,9.38,clack,PROPN
clack,clacked,0.86,9.38,clacked,VERB
clack,clacking,0.86,9.38,clacking,VERB
clack,clacks,0.86,9.38,clacks,NOUN
clacker,clacker,0.63,9.33,clacker,PROPN
clacker,clackers,0.96,9.33,clackers,NOUN
clairaudient,clairaudient,0.4,16.12,clairaudient,PROPN
clairsentience,clairsentience,0.21,15.0,clairsentience,PROPN
clamber,clamber,0.79,11.4,clamber,VERB
clamber,clambered,0.83,11.4,clambered,VERB
clandestine,clandestine,0.9,13.28,clandestine,ADJ
clannish,clannish,0.74,13.29,clannish,ADJ
clapboard,clapboard,0.9,11.39,clapboard,PROPN
clapperboard,clapperboard,0.67,12.33,clapperboard,NOUN
claptrap,claptrap,0.56,12.4,claptrap,PROPN
claque,claque,0.43,15.78,claque,X
claret,claret,0.3,15.67,claret,NOUN
claret,clarets,0.52,15.67,clarets,NOUN
clarion,clarion,0.33,15.5,clarion,PROPN
classicist,classicist,0.72,13.23,classicist,PROPN
classicist,classicists,0.71,13.23,classicists,NOUN
classis,classis,0.47,14.11,classis,PROPN
classist,classist,0.83,15.8,classist,ADJ
clavichord,clavichord,0.47,12.33,clavichord,PROPN
clavier,clavier,0.43,13.56,clavier,X
claxon,claxon,0.5,12.11,claxon,PROPN
clearway,clearway,0.84,13.94,clearway,NOUN
clearways,clearways,0.91,13.94,clearways,PROPN
clemency,clemency,0.84,14.12,clemency,NOUN
clevis,clevis,0.16,13.67,clevis,PROPN
clew,clew,0.26,16.2,clew,PROPN
clew,clews,0.47,16.2,clews,NOUN
clime,clime,0.79,13.67,clime,PROPN
clime,climes,0.71,13.67,climes,NOUN
clinker,clinker,0.78,11.43,clinker,NOUN
cliquey,cliquey,0.89,12.5,cliquey,ADJ
clod,clod,0.77,10.59,clod,NOUN
clod,clods,0.91,10.59,clods,NOUN
clodhopper,clodhopper,0.73,12.94,clodhopper,PROPN
clodhopper,clodhoppers,0.93,12.94,clodhoppers,NOUN
clodpoll,clodpoll,0.28,16.0,clodpoll,PROPN
cloggy,cloggy,0.74,10.36,cloggy,PROPN
cloisonne,cloisonne,0.3,16.5,cloisonne,PROPN
cloister,cloister,0.67,14.71,cloister,PROPN
cloister,cloisters,0.6,14.71,cloisters,NOUN
clop,clop,0.84,9.19,clop,NOUN
clotheshorse,clotheshorse,0.5,15.33,clotheshorse,ADV
clout,clout,0.78,16.86,clout,NOUN
clouted,clouted,0.51,16.86,clouted,PROPN
clouts,clouts,0.51,16.86,clouts,PROPN
cloven,cloven,0.84,11.56,cloven,PROPN
cloy,cloy,0.42,14.5,cloy,PROPN
cloying,cloying,0.5,14.56,cloying,ADJ
clubby,clubby,0.67,13.17,clubby,ADJ
coadjutor,coadjutor,0.19,17.5,coadjutor,NOUN
coalesce,coalesce,0.95,16.22,coalesce,VERB
coalesce,coalesced,0.53,16.22,coalesced,VERB
coalescence,coalescence,0.58,16.0,coalescence,NOUN
coastwise,coastwise,0.55,13.73,coastwise,PROPN
cobber,cobber,0.53,10.4,cobber,PROPN
coccyx,coccyx,0.78,14.14,coccyx,NOUN
cochineal,cochineal,0.72,13.92,cochineal,NOUN
cochlear,cochlear,0.7,15.14,cochlear,PROPN
cockade,cockade,0.14,13.0,cockade,NOUN
cockalorum,cockalorum,0.3,15.17,cockalorum,PROPN
cockamamie,cockamamie,0.94,12.29,cockamamie,ADJ
cockatrice,cockatrice,0.32,13.0,cockatrice,NOUN
cockcrow,cockcrow,0.39,10.86,cockcrow,PROPN
cocker,cocker,0.58,11.0,cocker,PROPN
cocker,cockers,0.88,11.0,cockers,NOUN
cockerel,cockerel,0.53,12.6,cockerel,PROPN
cockerel,cockerels,0.69,12.6,cockerels,NOUN
cockhorse,cockhorse,0.35,14.14,cockhorse,PROPN
cockle,cockle,0.65,14.15,cockle,NOUN
cockle,cockles,0.76,14.15,cockles,NOUN
cockney,cockney,0.84,15.62,cockney,ADJ
cockney,cockneys,0.62,15.62,cockneys,NOUN
cocksure,cocksure,0.72,13.62,cocksure,ADJ
coda,coda,0.64,13.0,coda,PROPN
codger,codger,0.68,11.92,codger,PROPN
codex,codices,0.3,14.67,codices,NOUN
codicil,codicil,0.42,18.0,codicil,NOUN
codicil,codicils,0.26,18.0,codicils,NOUN
codify,codify,0.85,16.65,codify,VERB
codling,codling,0.72,11.69,codling,PROPN
codling,codlings,0.81,11.69,codlings,NOUN
codswallop,codswallop,0.42,13.88,codswallop,NOUN
coelacanth,coelacanth,0.45,15.33,coelacanth,NOUN
coenzyme,coenzyme,0.78,14.36,coenzyme,NOUN
coequal,coequal,0.58,14.91,coequal,ADJ
cofferdam,cofferdam,0.37,14.43,cofferdam,PROPN
coffle,coffle,0.58,14.09,coffle,PROPN
cogent,cogent,0.63,14.08,cogent,ADJ
cogitate,cogitate,0.74,14.86,cogitate,VERB
cogitate,cogitating,0.59,14.86,cogitating,VERB
cogitation,cogitation,0.63,13.92,cogitation,NOUN
cogito,cogito,0.26,17.6,cogito,X
cognizance,cognizance,0.89,15.29,cognizance,PROPN
cognizant,cognizant,0.94,12.18,cognizant,ADJ
cognomen,cognomen,0.26,13.2,cognomen,NOUN
coif,coif,0.83,16.0,coif,PROPN
coiffeur,coiffeur,0.83,13.67,coiffeur,PROPN
coiffure,coiffure,0.72,13.69,coiffure,NOUN
coleu,coleus,0.35,14.0,coleus,NOUN
colicky,colicky,0.78,15.0,colicky,ADJ
colitis,colitis,0.63,17.0,colitis,NOUN
collation,collation,0.8,13.69,collation,NOUN
collation,collations,0.79,13.69,collations,NOUN
collegian,collegian,0.73,14.44,collegian,PROPN
colliery,collieries,0.54,15.8,collieries,NOUN
colliery,colliery,0.25,15.8,colliery,NOUN
collodion,collodion,0.05,19.0,collodion,NOUN
colloquium,colloquium,0.78,14.14,colloquium,PROPN
colloquy,colloquy,0.63,13.92,colloquy,NOUN
collude,collude,0.57,14.33,collude,VERB
collude,colluded,0.6,14.33,colluded,VERB
colluding,colluding,0.6,14.33,colluding,PROPN
collusion,collusion,0.94,11.41,collusion,NOUN
collywobble,collywobbles,0.33,12.17,collywobbles,NOUN
colonizer,colonizer,1.0,9.84,colonizer,NOUN
colonizer,colonizers,0.99,9.84,colonizers,NOUN
colophon,colophon,0.55,13.91,colophon,NOUN
coloratura,coloratura,0.39,14.86,coloratura,PROPN
colorist,colorist,0.89,12.65,colorist,PROPN
colossus,colossus,0.95,11.5,colossus,PROPN
colporteur,colporteur,0.1,13.5,colporteur,PROPN
colporteur,colporteurs,0.7,13.5,colporteurs,NOUN
coltish,coltish,0.8,14.31,coltish,PROPN
com,com,0.58,15.27,com,X
comedown,comedown,0.84,9.44,comedown,NOUN
comely,comely,0.44,12.5,comely,ADJ
comer,comer,0.67,9.83,comer,PROPN
comer,comers,0.96,9.83,comers,NOUN
comestible,comestible,0.15,15.33,comestible,NOUN
comestible,comestibles,0.53,15.33,comestibles,NOUN
comfit,comfit,0.24,14.8,comfit,PROPN
comfit,comfits,0.53,14.8,comfits,NOUN
comfrey,comfrey,0.26,17.2,comfrey,NOUN
comida,comida,0.5,15.56,comida,PROPN
commendatory,commendatory,0.89,11.71,commendatory,ADJ
commie,commie,0.84,12.69,commie,PROPN
commie,commies,0.8,12.69,commies,NOUN
commingle,commingle,0.83,13.6,commingle,PROPN
commingle,commingled,0.6,13.6,commingled,VERB
commingling,commingling,0.6,13.6,commingling,NOUN
comminute,comminuted,0.39,15.86,comminuted,VERB
commissar,commissar,0.68,13.62,commissar,PROPN
commissar,commissars,0.71,13.62,commissars,NOUN
commissariat,commissariat,0.56,17.2,commissariat,PROPN
commodious,commodious,0.84,14.56,commodious,ADJ
communalist,communalist,0.84,15.12,communalist,PROPN
communique,communique,0.53,14.3,communique,PROPN
commutation,commutation,0.58,11.82,commutation,NOUN
commutator,commutator,0.56,13.6,commutator,NOUN
comp,comp,0.83,16.47,comp,NOUN
comp,comps,0.81,16.47,comps,NOUN
companionway,companionway,0.67,12.58,companionway,PROPN
compeer,compeer,0.0,15.14,compeer,PROPN
compeers,compeers,0.98,9.4,compeers,PROPN
compendium,compendium,0.78,12.57,compendium,PROPN
complainant,complainant,0.89,13.75,complainant,NOUN
complainant,complainants,0.69,13.75,complainants,NOUN
complaisance,complaisance,0.58,14.91,complaisance,NOUN
comport,comport,0.72,14.38,comport,PROPN
comport,comporting,0.73,14.38,comporting,VERB
comportment,comportment,0.44,15.88,comportment,NOUN
compote,compote,0.58,14.0,compote,NOUN
compunction,compunction,0.61,14.82,compunction,NOUN
compunctious,compunctious,0.39,14.14,compunctious,PROPN
concatenate,concatenate,0.29,16.67,concatenate,VERB
concatenation,concatenation,0.44,14.88,concatenation,NOUN
concentrator,concentrator,1.0,12.55,concentrator,NOUN
concertina,concertina,0.75,13.4,concertina,PROPN
conchie,conchie,0.32,14.0,conchie,PROPN
conch,conchs,0.79,13.8,conchs,NOUN
concomitant,concomitant,0.47,16.22,concomitant,ADJ
concubinage,concubinage,0.79,15.13,concubinage,NOUN
concuss,concuss,0.74,13.0,concuss,PROPN
concussive,concussive,0.8,13.94,concussive,ADJ
condign,condign,0.05,19.0,condign,PROPN
condole,condole,0.63,14.75,condole,VERB
condole,condoled,0.62,14.75,condoled,VERB
coney,coney,0.53,12.3,coney,PROPN
confab,confab,0.61,16.18,confab,NOUN
confabulation,confabulation,0.37,14.71,confabulation,NOUN
conferral,conferral,0.53,12.9,conferral,ADJ
confessant,confessant,0.76,12.5,confessant,PROPN
confiscatory,confiscatory,0.74,13.0,confiscatory,ADJ
conflagration,conflagration,0.79,15.6,conflagration,NOUN
confluent,confluent,0.72,15.92,confluent,ADJ
conflux,conflux,0.48,16.0,conflux,PROPN
conformance,conformance,0.84,14.81,conformance,NOUN
confrere,confrere,0.53,14.8,confrere,NOUN
confrere,confreres,0.53,14.8,confreres,NOUN
confute,confute,0.26,15.2,confute,VERB
conga,conga,0.94,13.65,conga,PROPN
conga,congas,0.93,13.65,congas,NOUN
congee,congee,0.28,13.2,congee,NOUN
conic,conic,0.65,13.0,conic,PROPN
conidial,conidial,0.39,14.43,conidial,PROPN
conjugation,conjugation,1.0,12.17,conjugation,PROPN
conjugation,conjugations,0.91,12.17,conjugations,NOUN
conjuration,conjuration,0.78,14.86,conjuration,PROPN
conk,conk,0.83,9.07,conk,PROPN
conk,conked,0.84,9.07,conked,VERB
conk,conks,0.84,9.07,conks,NOUN
conniption,conniption,0.67,10.42,conniption,NOUN
conniption,conniptions,0.95,10.42,conniptions,NOUN
connivance,connivance,0.45,14.0,connivance,NOUN
connive,connive,0.83,12.2,connive,VERB
connive,connived,0.8,12.2,connived,VERB
connives,connives,0.8,12.2,connives,PROPN
conniving,conniving,0.8,12.2,conniving,ADJ
conniver,conniver,0.67,13.25,conniver,NOUN
conniver,connivers,0.68,13.25,connivers,NOUN
connote,connote,0.89,13.75,connote,VERB
connubial,connubial,0.16,16.67,connubial,PROPN
conscript,conscript,0.68,14.67,conscript,PROPN
conscript,conscripts,0.6,14.67,conscripts,NOUN
conservancy,conservancy,1.0,14.33,conservancy,PROPN
conservatoire,conservatoire,0.63,13.67,conservatoire,NOUN
conservatorship,conservatorship,0.89,16.5,conservatorship,NOUN
consignee,consignee,0.89,16.35,consignee,X
consistory,consistory,0.37,14.14,consistory,NOUN
consolatory,consolatory,0.75,14.53,consolatory,ADJ
consomme,consomme,0.79,14.33,consomme,PROPN
consonantal,consonantal,0.53,15.7,consonantal,ADJ
conspectus,conspectus,0.05,14.0,conspectus,PROPN
consternation,consternation,0.79,16.87,consternation,NOUN
consubstantiation,consubstantiation,0.25,15.0,consubstantiation,NOUN
consular,consular,0.68,15.54,consular,ADJ
contemptible,contemptible,0.67,13.33,contemptible,ADJ
contiguous,contiguous,0.95,14.06,contiguous,ADJ
contra,contra,0.68,15.31,contra,PROPN
contracture,contracture,0.9,13.22,contracture,NOUN
contrail,contrail,0.68,15.62,contrail,NOUN
contrail,contrails,0.62,15.62,contrails,NOUN
contraire,contraire,0.81,12.63,contraire,INTJ
contrapuntal,contrapuntal,0.26,14.4,contrapuntal,ADJ
contrariety,contrariety,0.5,13.22,contrariety,PROPN
contrariness,contrariness,1.0,10.53,contrariness,NOUN
contravene,contravene,0.33,17.33,contravene,VERB
contravene,contravened,0.37,17.33,contravened,VERB
contravene,contravenes,0.37,17.33,contravenes,VERB
contravene,contravening,0.37,17.33,contravening,VERB
contravention,contravention,0.22,13.5,contravention,NOUN
contretemps,contretemps,0.37,14.43,contretemps,NOUN
contriteness,contriteness,0.68,13.62,contriteness,NOUN
contrition,contrition,0.8,13.5,contrition,NOUN
contrivance,contrivance,0.8,14.06,contrivance,NOUN
contrivance,contrivances,0.91,14.06,contrivances,NOUN
contriver,contriver,0.68,15.15,contriver,PROPN
contumacious,contumacious,0.1,18.5,contumacious,ADJ
contumely,contumely,0.21,13.25,contumely,ADV
conurbation,conurbation,0.05,13.0,conurbation,NOUN
convalescence,convalescence,0.78,13.93,convalescence,NOUN
convective,convective,0.61,11.82,convective,ADJ
convector,convector,0.84,14.56,convector,PROPN
conventual,conventual,0.44,13.0,conventual,ADJ
conversant,conversant,0.78,13.43,conversant,ADJ
convivial,convivial,0.58,14.91,convivial,ADJ
conviviality,conviviality,0.79,14.8,conviviality,NOUN
convocation,convocation,0.68,14.0,convocation,PROPN
convocation,convocations,0.64,14.0,convocations,NOUN
coo,coo,1.0,7.16,coo,PROPN
coo,cooed,1.0,7.16,cooed,VERB
coo,cooing,1.0,7.16,cooing,VERB
coos,coos,1.0,7.16,coos,PROPN
cooer,cooer,0.5,13.33,cooer,PROPN
cookery,cookery,1.0,10.37,cookery,NOUN
coolie,coolie,0.61,10.27,coolie,PROPN
coolie,coolies,0.8,10.27,coolies,NOUN
coon,coon,1.0,9.11,coon,PROPN
coon,coons,0.99,9.11,coons,NOUN
coonskin,coonskin,0.89,9.75,coonskin,NOUN
coonskins,coonskins,0.93,9.75,coonskins,PROPN
cooperage,cooperage,0.37,14.14,cooperage,NOUN
copacetic,copacetic,0.78,15.36,copacetic,ADJ
copasetic,copasetic,0.65,15.36,copasetic,ADJ
coppice,coppice,0.25,16.6,coppice,PROPN
copra,copra,0.26,12.4,copra,NOUN
copter,copter,0.75,11.07,copter,NOUN
copter,copters,0.79,11.07,copters,NOUN
copula,copula,0.39,15.43,copula,NOUN
copulative,copulative,0.42,15.38,copulative,ADJ
copyhold,copyhold,0.58,13.09,copyhold,PROPN
coquette,coquette,0.56,15.8,coquette,PROPN
coquettish,coquettish,0.79,15.73,coquettish,ADJ
cordage,cordage,0.68,14.62,cordage,NOUN
cordillera,cordillera,0.35,14.0,cordillera,PROPN
cordillera,cordilleras,0.64,14.0,cordilleras,NOUN
cordite,cordite,0.4,16.88,cordite,NOUN
cordon,cordon,0.78,13.43,cordon,PROPN
cordone,cordoned,0.67,13.43,cordoned,VERB
cordone,cordoning,0.67,13.43,cordoning,VERB
cordon,cordons,0.67,13.43,cordons,NOUN
cordovan,cordovan,0.16,14.67,cordovan,PROPN
cordwood,cordwood,0.38,13.25,cordwood,NOUN
coregent,coregent,0.44,14.88,coregent,NOUN
corgi,corgi,0.57,12.92,corgi,PROPN
corgi,corgis,0.66,12.92,corgis,NOUN
coriander,coriander,0.76,13.88,coriander,NOUN
corker,corker,0.67,11.67,corker,PROPN
cormorant,cormorant,0.5,14.22,cormorant,PROPN
cormorant,cormorants,0.74,14.22,cormorants,NOUN
corncrib,corncrib,0.61,13.27,corncrib,PROPN
corned,corned,0.74,10.79,corned,NOUN
cornel,cornel,0.27,12.5,cornel,PROPN
cornerback,cornerback,0.72,12.77,cornerback,VERB
cornice,cornice,0.58,13.36,cornice,PROPN
cornice,cornices,0.7,13.36,cornices,NOUN
corollary,corollary,0.83,11.93,corollary,ADJ
coronal,coronal,0.55,11.36,coronal,ADJ
coronal,coronals,0.73,11.36,coronals,NOUN
coronet,coronet,0.83,13.53,coronet,PROPN
corpus,corpora,0.95,11.17,corpora,NOUN
corpus,corpus,0.63,11.17,corpus,PROPN
corpus,corpuses,0.95,11.17,corpuses,NOUN
corporative,corporative,0.72,14.15,corporative,PROPN
corpsman,corpsman,0.78,12.71,corpsman,PROPN
corpsman,corpsmen,0.81,12.71,corpsmen,NOUN
corpulent,corpulent,0.63,16.75,corpulent,ADJ
corpuscle,corpuscle,0.67,13.33,corpuscle,NOUN
corpuscle,corpuscles,0.69,13.33,corpuscles,NOUN
corpuscular,corpuscular,0.5,14.44,corpuscular,ADJ
corsair,corsair,0.55,12.64,corsair,PROPN
cortege,cortege,0.22,15.75,cortege,NOUN
cortical,cortical,0.37,16.57,cortical,ADJ
cortex,cortices,0.1,19.5,cortices,NOUN
corundum,corundum,0.53,16.4,corundum,NOUN
coruscation,coruscation,0.16,17.0,coruscation,PROPN
cosine,cosine,0.74,12.93,cosine,NOUN
costal,costal,0.79,10.27,costal,PROPN
costumier,costumier,0.61,11.82,costumier,PROPN
cosy,cosy,0.91,7.54,cosy,ADJ
coterie,coterie,0.32,13.67,coterie,NOUN
cotillion,cotillion,0.63,13.92,cotillion,PROPN
cotillion,cotillions,0.67,13.92,cotillions,NOUN
cotta,cotta,0.55,15.0,cotta,PROPN
cottar,cottar,0.05,18.0,cottar,PROPN
cotter,cotter,0.37,13.57,cotter,PROPN
cotyledon,cotyledon,0.47,16.0,cotyledon,NOUN
couchant,couchant,0.11,16.0,couchant,PROPN
cougher,cougher,0.72,10.85,cougher,PROPN
coulee,coulee,0.37,13.29,coulee,PROPN
coulee,coulees,0.75,13.29,coulees,NOUN
coulisse,coulisse,0.35,15.14,coulisse,NOUN
countenance,countenance,1.0,11.63,countenance,NOUN
countenance,countenanced,0.99,11.63,countenanced,VERB
counterinsurgency,counterinsurgency,0.53,16.4,counterinsurgency,NOUN
countermand,countermand,0.75,12.93,countermand,VERB
countermand,countermanded,0.77,12.93,countermanded,VERB
countermand,countermanding,0.77,12.93,countermanding,VERB
countermine,countermine,0.6,12.67,countermine,PROPN
counterpane,counterpane,0.77,13.76,counterpane,PROPN
counterpoise,counterpoise,0.42,14.62,counterpoise,NOUN
counterpuncher,counterpuncher,0.83,12.2,counterpuncher,NOUN
countertenor,countertenor,0.37,15.0,countertenor,NOUN
countervail,countervail,0.35,14.29,countervail,PROPN
couplet,couplet,1.0,11.37,couplet,NOUN
couplet,couplets,0.99,11.37,couplets,NOUN
courant,courant,0.47,11.33,courant,PROPN
courtesan,courtesan,0.79,12.87,courtesan,NOUN
courtesan,courtesans,0.8,12.87,courtesans,NOUN
couscous,couscous,0.95,15.0,couscous,NOUN
couth,couth,0.83,12.13,couth,PROPN
couturier,couturier,0.58,14.82,couturier,NOUN
couturier,couturiers,0.77,14.82,couturiers,NOUN
covalent,covalent,0.72,14.23,covalent,ADJ
covariance,covariance,0.62,15.77,covariance,PROPN
covariant,covariant,0.58,15.73,covariant,ADJ
covenanter,covenanter,0.17,14.67,covenanter,PROPN
coverlet,coverlet,0.8,14.75,coverlet,NOUN
covetous,covetous,0.78,12.07,covetous,ADJ
covetousness,covetousness,0.83,15.13,covetousness,NOUN
covey,covey,0.6,13.67,covey,PROPN
coveys,coveys,0.71,13.67,coveys,PROPN
cowling,cowling,0.67,12.92,cowling,PROPN
cowling,cowlings,0.66,12.92,cowlings,NOUN
cowman,cowman,0.7,10.71,cowman,PROPN
cowmen,cowmen,0.87,10.71,cowmen,PROPN
cowpat,cowpat,0.4,9.38,cowpat,NOUN
cowpats,cowpats,0.86,9.38,cowpats,PROPN
cowpuncher,cowpuncher,0.44,12.88,cowpuncher,PROPN
cowpuncher,cowpunchers,0.83,12.88,cowpunchers,NOUN
cowshed,cowshed,0.74,9.64,cowshed,PROPN
cowshed,cowsheds,0.83,9.64,cowsheds,NOUN
cowslip,cowslip,0.37,14.43,cowslip,PROPN
coxcomb,coxcomb,0.4,16.5,coxcomb,PROPN
coxswain,coxswain,0.33,17.43,coxswain,NOUN
cozen,cozen,0.26,16.0,cozen,PROPN
cozen,cozened,0.44,16.0,cozened,VERB
cozenage,cozenage,0.42,14.75,cozenage,PROPN
crag,crag,0.65,11.54,crag,PROPN
crag,crags,0.75,11.54,crags,NOUN
crambo,crambo,0.26,11.0,crambo,PROPN
crampon,crampon,0.5,15.22,crampon,PROPN
crampon,crampons,0.59,15.22,crampons,NOUN
craniofacial,craniofacial,0.72,15.54,craniofacial,ADJ
craniotomy,craniotomy,0.68,17.0,craniotomy,PROPN
crankcase,crankcase,0.56,15.5,crankcase,NOUN
cranny,crannies,0.93,11.56,crannies,NOUN
cranny,cranny,0.84,11.56,cranny,NOUN
crape,crape,0.63,10.67,crape,PROPN
crape,crapes,0.92,10.67,crapes,NOUN
crapehanger,crapehanger,0.22,14.5,crapehanger,PROPN
crapshooter,crapshooter,0.76,13.31,crapshooter,PROPN
crapshooter,crapshooters,0.8,13.31,crapshooters,NOUN
crapulous,crapulous,0.33,12.83,crapulous,PROPN
crashworthiness,crashworthiness,0.78,13.57,crashworthiness,PROPN
crass,crass,0.72,13.69,crass,ADJ
crassness,crassness,0.79,13.13,crassness,NOUN
craven,craven,0.86,12.48,craven,PROPN
craw,craw,0.59,12.62,craw,NOUN
crawdad,crawdad,0.83,10.73,crawdad,PROPN
crawdad,crawdads,0.81,10.73,crawdads,NOUN
creche,creche,0.33,13.29,creche,NOUN
credenza,credenza,0.75,14.8,credenza,PROPN
credo,credo,0.58,15.18,credo,PROPN
credulity,credulity,0.74,14.71,credulity,NOUN
